Частота (Гц), Амплитуда (дБ)
155.25, -16.14
155.30, 8.54
155.35, 0.07
155.40, 1.48
155.45, 5.14
155.50, -6.97
155.55, 8.84
155.60, 4.26
155.65, 8.34
155.70, 3.13
155.75, 1.79
155.80, -15.11
155.85, -1.16
155.90, 4.30
155.95, 3.87
156.00, 5.95
156.05, -1.28
156.10, 3.18
156.15, 2.05
156.20, -2.69
156.25, 3.99
156.30, 1.89
156.35, 1.60
156.40, 2.51
156.45, -1.82
156.50, -5.78
156.55, 11.47
156.60, 0.76
156.65, 4.37
156.70, 0.52
156.75, 3.96
156.80, -12.55
156.85, 1.24
156.90, 6.85
156.95, 3.32
157.00, 5.10
157.05, -3.87
157.10, 5.02
157.15, 6.24
157.20, 2.60
157.25, 4.91
157.30, -0.70
157.35, -1.60
157.40, 3.52
157.45, 3.38
157.50, 9.81
157.55, 2.61
157.60, -10.00
157.65, 2.07
157.70, 7.01
157.75, 2.11
157.80, -5.18
157.85, 8.01
157.90, 9.80
157.95, 4.23
158.00, 0.59
158.05, 4.83
158.10, 6.62
158.15, -0.00
158.20, 1.97
158.25, 0.42
158.30, -9.88
158.35, 7.30
158.40, 7.42
158.45, 3.78
158.50, 1.72
158.55, -9.98
158.60, -9.59
158.65, 7.64
158.70, 4.26
158.75, -3.96
158.80, -5.30
158.85, 1.21
158.90, 5.20
158.95, 4.95
159.00, 8.16
159.05, 2.65
159.10, 2.78
159.15, 1.67
159.20, 9.76
159.25, 10.26
159.30, -9.90
159.35, 4.44
159.40, 3.73
159.45, -19.19
159.50, 2.02
159.55, -0.61
159.60, 3.18
159.65, 2.51
159.70, 7.02
159.75, -5.74
159.80, 4.78
159.85, 1.22
159.90, -4.61
159.95, -3.93
160.00, 1.47
160.05, -0.20
160.10, 7.08
160.15, 8.60
160.20, -0.11
160.25, 5.09
160.30, -8.19
160.35, -8.82
160.40, 2.95
160.45, 0.27
160.50, 6.09
160.55, 5.97
160.60, 7.21
160.65, -23.94
160.70, 9.28
160.75, -2.03
160.80, 3.02
160.85, 5.26
160.90, 6.02
160.95, 1.55
161.00, 2.96
161.05, 0.24
161.10, 4.31
161.15, -5.42
161.20, -0.53
161.25, -4.35
161.30, 8.36
161.35, 4.64
161.40, -6.84
161.45, 2.20
161.50, -2.46
161.55, 3.39
161.60, 9.25
161.65, 4.92
161.70, 1.58
161.75, 4.32
161.80, 5.83
161.85, 4.30
161.90, 5.74
161.95, -3.00
162.00, 5.71
162.05, 7.59
162.10, -0.07
162.15, 3.52
162.20, -3.93
162.25, 1.92
162.30, 6.98
162.35, -11.03
162.40, 3.37
162.45, 0.41
162.50, -0.26
162.55, 6.88
162.60, 2.19
162.65, -5.49
162.70, -6.06
162.75, 3.83
162.80, -0.47
162.85, 1.82
162.90, 2.50
162.95, -4.41
163.00, -5.18
163.05, 7.15
163.10, -2.97
163.15, 3.50
163.20, -6.41
163.25, 6.48
163.30, 5.39
163.35, -1.20
163.40, 1.35
163.45, -1.13
163.50, -21.48
163.55, -1.58
163.60, 4.57
163.65, -0.57
163.70, 9.62
163.75, -11.73
163.80, 6.23
163.85, 2.70
163.90, -5.04
163.95, -0.74
164.00, 7.79
164.05, 0.54
164.10, -6.17
164.15, 7.72
164.20, 6.57
164.25, 2.86
164.30, -2.92
164.35, 1.27
164.40, 8.86
164.45, 5.23
164.50, 5.68
164.55, -2.77
164.60, 2.66
164.65, 2.23
164.70, -18.63
164.75, -7.24
164.80, 3.98
164.85, 0.43
164.90, -1.27
164.95, -0.98
165.00, 2.92
165.05, -12.42
165.10, -5.88
165.15, 4.00
165.20, -2.81
165.25, 4.53
165.30, 4.82
165.35, 6.52
165.40, -4.15
165.45, -3.66
165.50, 0.42
165.55, 4.59
165.60, -1.77
165.65, 5.03
165.70, -8.36
165.75, 4.62
165.80, 2.79
165.85, 4.16
165.90, -2.63
165.95, -7.47
166.00, -11.22
166.05, -8.86
166.10, 7.32
166.15, 4.51
166.20, 8.31
166.25, 1.66
166.30, 3.43
166.35, 2.08
166.40, 1.62
166.45, 7.35
166.50, 5.07
166.55, -1.25
166.60, 1.93
166.65, -1.58
166.70, 5.16
166.75, 3.77
166.80, 5.37
166.85, 3.57
166.90, 7.21
166.95, -1.21
167.00, 9.61
167.05, 6.25
167.10, 0.77
167.15, 5.26
167.20, -4.75
167.25, -2.64
167.30, -18.73
167.35, -13.21
167.40, 4.84
167.45, -0.62
167.50, -1.43
167.55, -13.83
167.60, -2.38
167.65, -0.54
167.70, 2.21
167.75, -4.46
167.80, 3.50
167.85, 3.40
167.90, 0.77
167.95, 3.70
168.00, 8.56
168.05, 6.18
168.10, -0.69
168.15, -3.31
168.20, 1.55
168.25, 6.16
168.30, 7.82
168.35, 1.14
168.40, -3.25
168.45, 4.40
168.50, 8.35
168.55, -0.80
168.60, 2.55
168.65, 4.60
168.70, 2.44
168.75, 8.57
168.80, 0.97
168.85, -0.47
168.90, 0.14
168.95, -3.93
169.00, 3.82
169.05, 2.70
169.10, 2.36
169.15, 1.27
169.20, 2.22
169.25, 6.43
169.30, 1.02
169.35, 1.95
169.40, 6.36
169.45, 0.67
169.50, -0.30
169.55, 2.74
169.60, -2.20
169.65, 8.13
169.70, -0.74
169.75, 6.78
169.80, 4.30
169.85, -3.54
169.90, 0.51
169.95, 2.66
170.00, 3.30
170.05, -1.00
170.10, 10.18
170.15, 1.48
170.20, -0.40
170.25, -10.03
170.30, -7.31
170.35, -1.83
170.40, -2.75
170.45, 7.09
170.50, -3.80
170.55, 5.88
170.60, 9.58
170.65, 4.96
170.70, -0.55
170.75, 2.58
170.80, 4.20
170.85, -8.80
170.90, 7.63
170.95, 7.48
171.00, -0.00
171.05, -2.53
171.10, -0.97
171.15, 4.47
171.20, -3.99
171.25, -2.01
171.30, 3.57
171.35, -6.95
171.40, 5.92
171.45, -3.68
171.50, -0.80
171.55, -6.92
171.60, -4.51
171.65, 2.77
171.70, 5.48
171.75, -1.77
171.80, 4.00
171.85, 1.80
171.90, -5.13
171.95, 4.00
172.00, -2.51
172.05, 4.14
172.10, 3.45
172.15, -3.41
172.20, 0.91
172.25, -3.38
172.30, 6.68
172.35, 9.73
172.40, 5.81
172.45, 2.60
172.50, 9.88
172.55, 0.80
172.60, -0.62
172.65, -6.99
172.70, 6.08
172.75, 2.80
172.80, -3.56
172.85, 6.54
172.90, -12.98
172.95, -4.63
173.00, 7.33
173.05, -8.90
173.10, -4.72
173.15, 9.76
173.20, 2.98
173.25, -1.09
173.30, -5.10
173.35, 1.33
173.40, -4.22
173.45, 2.14
173.50, -0.46
173.55, 4.96
173.60, 11.75
173.65, 6.11
173.70, 5.17
173.75, -8.17
173.80, 5.77
173.85, 6.16
173.90, -6.09
173.95, 4.05
174.00, 0.87
174.05, 5.71
174.10, 4.48
174.15, 6.93
174.20, -1.21
174.25, 4.60
174.30, -4.74
174.35, 0.39
174.40, -1.09
174.45, 2.52
174.50, -15.88
174.55, 1.68
174.60, 4.55
174.65, 4.89
174.70, 3.70
174.75, -6.66
174.80, 8.07
174.85, 7.59
174.90, 0.16
174.95, 12.17
175.00, 5.05
175.05, 3.82
175.10, 2.79
175.15, 8.05
175.20, -0.34
175.25, 0.50
175.30, -11.43
175.35, -2.82
175.40, 7.71
175.45, -10.94
175.50, 2.59
175.55, 2.92
175.60, 2.58
175.65, 3.43
175.70, 9.15
175.75, 3.63
175.80, -0.96
175.85, 2.75
175.90, -1.23
175.95, 7.93
176.00, 2.04
176.05, 3.82
176.10, 4.94
176.15, 0.94
176.20, 3.25
176.25, 10.70
176.30, 4.64
176.35, 1.02
176.40, 1.48
176.45, -3.22
176.50, 6.42
176.55, 6.81
176.60, 3.96
176.65, 0.42
176.70, -9.54
176.75, -2.71
176.80, -8.73
176.85, -2.89
176.90, 5.96
176.95, 3.92
177.00, 6.52
177.05, 5.27
177.10, 0.03
177.15, -3.16
177.20, 3.96
177.25, -20.25
177.30, -2.49
177.35, 3.65
177.40, 1.32
177.45, -1.05
177.50, 8.90
177.55, 7.65
177.60, 7.00
177.65, -7.72
177.70, 3.60
177.75, 7.38
177.80, 1.86
177.85, 7.89
177.90, 12.79
177.95, 0.51
178.00, -11.48
178.05, 3.39
178.10, -0.81
178.15, 0.44
178.20, 0.60
178.25, -3.54
178.30, 2.36
178.35, 3.22
178.40, -1.90
178.45, 3.33
178.50, 6.98
178.55, -5.90
178.60, -5.24
178.65, 5.18
178.70, 5.32
178.75, 7.12
178.80, 10.56
178.85, 9.23
178.90, 2.95
178.95, 1.95
179.00, -1.24
179.05, 3.09
179.10, 4.95
179.15, 5.78
179.20, 8.98
179.25, 4.34
179.30, 5.19
179.35, -1.58
179.40, 3.73
179.45, 6.18
179.50, 1.75
179.55, 6.82
179.60, 4.02
179.65, 3.62
179.70, 9.25
179.75, -2.48
179.80, 7.77
179.85, -1.10
179.90, 0.91
179.95, -7.54
180.00, -7.81
180.05, 8.05
180.10, -0.48
180.15, 8.87
180.20, -7.13
180.25, -6.23
180.30, -10.24
180.35, 13.48
180.40, -7.58
180.45, -1.08
180.50, 2.15
180.55, 8.86
180.60, -4.86
180.65, 6.30
180.70, 0.55
180.75, -0.19
180.80, 8.53
180.85, -6.81
180.90, 4.28
180.95, -9.34
181.00, -1.41
181.05, 3.55
181.10, 4.06
181.15, 10.52
181.20, 4.08
181.25, 0.08
181.30, 4.10
181.35, 3.92
181.40, 11.33
181.45, 1.89
181.50, 0.03
181.55, -5.21
181.60, 8.78
181.65, -1.41
181.70, 0.60
181.75, 5.69
181.80, 6.55
181.85, 9.22
181.90, 4.19
181.95, 9.20
182.00, -9.76
182.05, 0.82
182.10, 1.74
182.15, -0.92
182.20, -8.22
182.25, -2.30
182.30, 6.98
182.35, 1.80
182.40, 5.52
182.45, 5.16
182.50, 2.12
182.55, 3.41
182.60, -12.60
182.65, -3.61
182.70, 6.62
182.75, 1.15
182.80, 3.15
182.85, -0.58
182.90, 2.46
182.95, -11.68
183.00, 4.15
183.05, 9.23
183.10, 5.17
183.15, 4.44
183.20, 4.31
183.25, 7.08
183.30, 4.10
183.35, 3.04
183.40, -2.17
183.45, 3.56
183.50, -3.36
183.55, 4.47
183.60, 2.36
183.65, -2.83
183.70, 2.63
183.75, 7.64
183.80, 7.04
183.85, -0.06
183.90, -1.75
183.95, 1.21
184.00, 1.71
184.05, 3.51
184.10, 6.61
184.15, 3.74
184.20, 4.31
184.25, 3.39
184.30, 7.93
184.35, 6.07
184.40, 5.65
184.45, -7.53
184.50, -0.54
184.55, 5.46
184.60, -2.84
184.65, 3.40
184.70, -10.99
184.75, -2.60
184.80, 2.63
184.85, 2.41
184.90, -8.37
184.95, -1.10
185.00, -6.04
185.05, 5.43
185.10, 4.56
185.15, 6.88
185.20, -4.38
185.25, 6.59
185.30, -4.62
185.35, -0.53
185.40, -6.62
185.45, 6.73
185.50, -6.14
185.55, 4.03
185.60, 7.69
185.65, 2.10
185.70, 2.60
185.75, 9.94
185.80, -9.87
185.85, 2.33
185.90, 0.06
185.95, 4.03
186.00, -3.06
186.05, 0.22
186.10, 0.99
186.15, 6.42
186.20, -5.29
186.25, -7.65
186.30, -2.22
186.35, 2.76
186.40, 8.21
186.45, 7.12
186.50, 8.30
186.55, 5.18
186.60, 7.96
186.65, 4.54
186.70, 8.84
186.75, 4.44
186.80, -0.82
186.85, -15.73
186.90, -6.42
186.95, 6.47
187.00, 9.82
187.05, 7.53
187.10, 2.08
187.15, 3.56
187.20, 2.42
187.25, 4.34
187.30, 2.85
187.35, 7.15
187.40, -3.41
187.45, 9.61
187.50, 4.94
187.55, -0.86
187.60, -5.57
187.65, 6.69
187.70, 7.41
187.75, 2.18
187.80, 4.40
187.85, -6.72
187.90, 6.56
187.95, -7.44
188.00, -5.07
188.05, -16.55
188.10, 0.74
188.15, 0.46
188.20, 5.82
188.25, 4.46
188.30, 10.78
188.35, -4.30
188.40, 6.05
188.45, 9.08
188.50, 6.46
188.55, 4.15
188.60, 7.75
188.65, -0.40
188.70, 7.54
188.75, -1.00
188.80, 3.51
188.85, 8.80
188.90, 3.12
188.95, 4.96
189.00, 0.74
189.05, 6.66
189.10, 6.13
189.15, -7.83
189.20, -2.58
189.25, 5.80
189.30, -1.44
189.35, 2.93
189.40, 1.85
189.45, -4.90
189.50, -7.56
189.55, 7.96
189.60, -2.17
189.65, 11.23
189.70, -0.02
189.75, 0.35
189.80, 8.67
189.85, 2.99
189.90, 0.70
189.95, 5.96
190.00, 12.01
190.05, 0.67
190.10, -8.08
190.15, 8.48
190.20, 7.32
190.25, 7.27
190.30, 5.68
190.35, -10.88
190.40, 7.97
190.45, -1.80
190.50, -11.71
190.55, -5.23
190.60, 3.28
190.65, 8.36
190.70, -3.72
190.75, 5.12
190.80, -8.26
190.85, 5.30
190.90, -12.74
190.95, 2.30
191.00, 6.77
191.05, 2.37
191.10, 8.77
191.15, 5.57
191.20, 6.30
191.25, 3.55
191.30, 4.36
191.35, 8.56
191.40, 10.76
191.45, -2.96
191.50, 1.81
191.55, 3.49
191.60, 1.10
191.65, 4.78
191.70, -0.26
191.75, -2.39
191.80, 9.65
191.85, -2.46
191.90, -7.07
191.95, -0.08
192.00, 8.24
192.05, -0.00
192.10, 3.81
192.15, -4.73
192.20, 7.21
192.25, -7.65
192.30, 4.50
192.35, 8.45
192.40, 6.13
192.45, -3.92
192.50, 7.70
192.55, 0.07
192.60, -2.32
192.65, 6.10
192.70, 8.76
192.75, 0.39
192.80, -1.69
192.85, -3.10
192.90, -10.74
192.95, 6.30
193.00, 10.83
193.05, 9.69
193.10, 4.82
193.15, 3.77
193.20, 4.09
193.25, -1.65
193.30, 2.51
193.35, 2.83
193.40, 7.91
193.45, 7.39
193.50, 1.25
193.55, 6.50
193.60, -0.93
193.65, 6.19
193.70, -4.27
193.75, 7.14
193.80, 4.39
193.85, 12.89
193.90, 7.13
193.95, 4.10
194.00, -7.52
194.05, 10.32
194.10, -7.64
194.15, -8.91
194.20, 4.85
194.25, 2.42
194.30, 3.53
194.35, -5.44
194.40, -2.51
194.45, 7.29
194.50, -19.78
194.55, 4.04
194.60, 6.69
194.65, 0.46
194.70, 9.47
194.75, -1.04
194.80, 0.25
194.85, 6.72
194.90, 9.89
194.95, 10.19
195.00, 2.08
195.05, 7.94
195.10, 3.96
195.15, 12.37
195.20, -2.30
195.25, -10.36
195.30, 8.45
195.35, 5.39
195.40, 8.68
195.45, -8.14
195.50, 5.43
195.55, 6.05
195.60, 0.04
195.65, 7.81
195.70, -3.29
195.75, -0.49
195.80, 2.79
195.85, 10.00
195.90, 11.68
195.95, 3.32
196.00, 6.00
196.05, 1.36
196.10, 4.80
196.15, 3.17
196.20, 1.16
196.25, 9.48
196.30, 8.45
196.35, -2.76
196.40, 0.79
196.45, 0.57
196.50, 3.90
196.55, 8.27
196.60, 5.91
196.65, -5.16
196.70, 4.25
196.75, 7.38
196.80, 2.88
196.85, -1.88
196.90, 3.14
196.95, 0.73
197.00, 4.65
197.05, 4.55
197.10, -0.37
197.15, 3.62
197.20, 5.14
197.25, 13.24
197.30, 1.89
197.35, 4.42
197.40, -1.66
197.45, -0.58
197.50, -1.15
197.55, 7.86
197.60, -8.74
197.65, 7.70
197.70, 8.84
197.75, 4.82
197.80, -4.68
197.85, -0.05
197.90, 8.08
197.95, 8.01
198.00, 5.34
198.05, 10.84
198.10, 0.19
198.15, -1.01
198.20, 7.99
198.25, -9.33
198.30, 4.20
198.35, 9.51
198.40, 9.95
198.45, 0.26
198.50, 5.88
198.55, 5.69
198.60, 5.44
198.65, 7.70
198.70, -1.59
198.75, 4.95
198.80, 6.24
198.85, -6.68
198.90, 7.42
198.95, -2.29
199.00, 7.97
199.05, 5.24
199.10, -2.00
199.15, 1.83
199.20, 3.45
199.25, 0.93
199.30, 3.47
199.35, -5.75
199.40, -1.42
199.45, 4.87
199.50, 4.47
199.55, 9.90
199.60, 11.17
199.65, 6.02
199.70, 4.63
199.75, 8.95
199.80, 4.13
199.85, 5.55
199.90, 1.70
199.95, 2.09
200.00, 3.07
200.05, 6.91
200.10, 9.49
200.15, 6.62
200.20, 9.66
200.25, 6.43
200.30, 2.70
200.35, 8.27
200.40, 5.06
200.45, 0.07
200.50, 7.05
200.55, 5.43
200.60, -1.88
200.65, 10.83
200.70, -3.05
200.75, -6.40
200.80, 1.24
200.85, 2.17
200.90, 5.66
200.95, 10.39
201.00, 6.96
201.05, 11.14
201.10, -7.90
201.15, 7.50
201.20, 1.50
201.25, 9.52
201.30, 6.48
201.35, 10.17
201.40, -8.75
201.45, 2.00
201.50, -12.60
201.55, 0.76
201.60, -0.52
201.65, 3.65
201.70, 6.47
201.75, -2.88
201.80, -3.61
201.85, 4.72
201.90, 4.43
201.95, 10.59
202.00, 1.51
202.05, 4.78
202.10, 11.30
202.15, 10.42
202.20, 10.00
202.25, -2.61
202.30, 1.70
202.35, -5.04
202.40, 6.77
202.45, 5.14
202.50, 2.59
202.55, 1.75
202.60, 5.47
202.65, 1.38
202.70, -3.32
202.75, 9.51
202.80, 7.63
202.85, -3.73
202.90, 8.93
202.95, 6.24
203.00, -5.25
203.05, 12.31
203.10, 7.76
203.15, 4.03
203.20, -1.50
203.25, 6.88
203.30, 6.40
203.35, 3.41
203.40, 8.51
203.45, 9.28
203.50, 7.41
203.55, 1.84
203.60, -5.28
203.65, 8.22
203.70, 5.95
203.75, -2.60
203.80, 5.53
203.85, 7.26
203.90, 1.96
203.95, 1.90
204.00, -2.25
204.05, 10.20
204.10, -1.16
204.15, -6.03
204.20, 2.65
204.25, -0.29
204.30, 5.97
204.35, 5.36
204.40, 10.18
204.45, 8.07
204.50, -1.09
204.55, 7.36
204.60, -1.81
204.65, 4.75
204.70, 10.90
204.75, 9.31
204.80, 7.13
204.85, -6.18
204.90, 0.85
204.95, -5.69
205.00, 3.47
205.05, 6.57
205.10, 5.01
205.15, -1.94
205.20, 3.43
205.25, -8.75
205.30, 5.37
205.35, 6.77
205.40, -6.62
205.45, 2.72
205.50, 4.08
205.55, 8.21
205.60, 10.53
205.65, -4.68
205.70, 7.31
205.75, -6.13
205.80, -2.87
205.85, 0.53
205.90, 7.46
205.95, 4.88
206.00, 4.39
206.05, 8.75
206.10, 8.99
206.15, 5.68
206.20, 4.77
206.25, 7.09
206.30, 2.12
206.35, 0.31
206.40, 4.69
206.45, 3.97
206.50, 1.66
206.55, 2.55
206.60, 5.05
206.65, 2.05
206.70, 0.82
206.75, -0.11
206.80, 9.35
206.85, -13.39
206.90, -2.64
206.95, 7.82
207.00, 6.99
207.05, 5.01
207.10, -1.42
207.15, 2.83
207.20, 1.07
207.25, 6.81
207.30, 2.97
207.35, 4.00
207.40, 6.44
207.45, 3.34
207.50, -5.33
207.55, 9.32
207.60, 13.35
207.65, 5.06
207.70, 7.07
207.75, 4.95
207.80, 1.90
207.85, -3.64
207.90, 4.06
207.95, -9.53
208.00, 8.26
208.05, 2.20
208.10, 5.78
208.15, 10.19
208.20, 9.22
208.25, 10.68
208.30, 9.91
208.35, 8.90
208.40, 7.64
208.45, 5.44
208.50, 3.48
208.55, -0.89
208.60, 9.58
208.65, 8.38
208.70, 1.37
208.75, 6.91
208.80, 8.28
208.85, 8.84
208.90, -5.30
208.95, 4.87
209.00, -22.45
209.05, 1.01
209.10, 8.71
209.15, 5.16
209.20, 6.69
209.25, -2.49
209.30, 3.80
209.35, 3.06
209.40, -1.16
209.45, -0.27
209.50, 1.73
209.55, 10.08
209.60, -2.10
209.65, 10.51
209.70, 2.31
209.75, 9.21
209.80, -0.91
209.85, 6.99
209.90, -3.55
209.95, -3.03
210.00, 4.05
210.05, 1.94
210.10, 4.50
210.15, -3.30
210.20, 1.85
210.25, -3.99
210.30, 7.28
210.35, 8.24
210.40, 4.55
210.45, 6.34
210.50, 6.57
210.55, 1.63
210.60, 2.64
210.65, 2.37
210.70, -12.17
210.75, 3.57
210.80, 6.90
210.85, 6.85
210.90, 5.74
210.95, 4.47
211.00, 2.94
211.05, -2.26
211.10, 5.88
211.15, -0.97
211.20, 0.54
211.25, 2.90
211.30, 3.29
211.35, 6.52
211.40, 5.27
211.45, 2.34
211.50, 8.03
211.55, 8.91
211.60, 2.73
211.65, 6.66
211.70, 7.33
211.75, 1.56
211.80, 6.08
211.85, 2.49
211.90, 9.29
211.95, 10.74
212.00, 4.81
212.05, 10.12
212.10, 3.15
212.15, 4.33
212.20, -1.40
212.25, 9.31
212.30, -2.21
212.35, 9.34
212.40, 2.28
212.45, 8.79
212.50, 5.79
212.55, 6.33
212.60, 6.40
212.65, 2.23
212.70, 3.69
212.75, 6.42
212.80, 7.42
212.85, 5.31
212.90, 7.89
212.95, -1.83
213.00, 6.57
213.05, -1.09
213.10, 7.57
213.15, -1.98
213.20, 2.94
213.25, 5.17
213.30, 6.47
213.35, 0.39
213.40, 14.00
213.45, 11.08
213.50, 12.92
213.55, 8.51
213.60, -3.57
213.65, 6.18
213.70, 8.98
213.75, 2.43
213.80, 3.22
213.85, 6.80
213.90, -1.27
213.95, 1.62
214.00, 6.89
214.05, 6.81
214.10, 8.61
214.15, 11.04
214.20, 9.18
214.25, 7.92
214.30, 8.28
214.35, 6.07
214.40, 3.63
214.45, 2.70
214.50, 9.66
214.55, 9.67
214.60, 5.36
214.65, -0.89
214.70, -2.05
214.75, 7.35
214.80, -27.30
214.85, 3.93
214.90, 0.03
214.95, 2.36
215.00, 4.93
215.05, 0.99
215.10, 2.31
215.15, 4.58
215.20, 1.51
215.25, -3.02
215.30, 5.21
215.35, 11.04
215.40, 2.43
215.45, 10.93
215.50, 8.14
215.55, 2.02
215.60, 6.10
215.65, -3.85
215.70, 6.62
215.75, -0.53
215.80, -2.18
215.85, 2.90
215.90, 8.86
215.95, 1.45
216.00, 9.39
216.05, 5.00
216.10, 6.71
216.15, -1.70
216.20, -3.93
216.25, -0.32
216.30, 3.14
216.35, 8.56
216.40, 4.25
216.45, 6.31
216.50, -10.17
216.55, 13.12
216.60, 0.01
216.65, 6.82
216.70, 2.33
216.75, 4.16
216.80, 7.77
216.85, 7.49
216.90, 1.94
216.95, 2.21
217.00, 4.31
217.05, 5.23
217.10, 13.55
217.15, 13.03
217.20, 3.46
217.25, -0.88
217.30, 6.31
217.35, -5.09
217.40, 6.57
217.45, 7.83
217.50, 8.86
217.55, 2.45
217.60, 1.88
217.65, 0.87
217.70, 2.55
217.75, 7.42
217.80, -15.41
217.85, 8.39
217.90, 7.43
217.95, 2.05
218.00, 6.32
218.05, -0.39
218.10, 11.74
218.15, 3.66
218.20, 4.24
218.25, -5.05
218.30, 10.51
218.35, 9.73
218.40, 8.68
218.45, 9.62
218.50, -6.67
218.55, -6.17
218.60, 11.70
218.65, 0.69
218.70, 3.34
218.75, 4.45
218.80, 10.67
218.85, 5.49
218.90, 11.59
218.95, 8.09
219.00, 7.87
219.05, 10.14
219.10, 11.20
219.15, 10.23
219.20, 5.39
219.25, 5.96
219.30, 1.60
219.35, 2.65
219.40, 1.25
219.45, 7.66
219.50, 6.65
219.55, -0.36
219.60, 3.21
219.65, 10.02
219.70, 8.27
219.75, 8.17
219.80, 3.59
219.85, 6.54
219.90, 2.15
219.95, 6.24
220.00, -8.41
220.05, 2.56
220.10, 8.93
220.15, 4.94
220.20, 3.74
220.25, -9.54
220.30, 4.05
220.35, 7.62
220.40, -5.48
220.45, 4.33
220.50, 3.12
220.55, -15.07
220.60, 6.65
220.65, 0.10
220.70, 3.56
220.75, 6.65
220.80, -2.58
220.85, -0.33
220.90, 9.69
220.95, -0.58
221.00, 3.64
221.05, -9.98
221.10, 5.35
221.15, 2.38
221.20, 16.18
221.25, 0.96
221.30, 10.84
221.35, 1.17
221.40, 9.73
221.45, -5.55
221.50, -0.88
221.55, 10.80
221.60, 9.74
221.65, -1.68
221.70, 9.80
221.75, 5.29
221.80, -3.51
221.85, 9.84
221.90, -0.27
221.95, 6.80
222.00, 9.64
222.05, -1.29
222.10, 8.79
222.15, 4.66
222.20, 12.07
222.25, 12.35
222.30, -4.33
222.35, -5.42
222.40, 7.58
222.45, 0.19
222.50, -0.40
222.55, 6.99
222.60, 8.46
222.65, 7.01
222.70, 3.72
222.75, 5.84
222.80, -8.63
222.85, -8.58
222.90, 4.81
222.95, 7.38
223.00, -4.20
223.05, 5.51
223.10, 6.26
223.15, -0.84
223.20, 10.34
223.25, 5.83
223.30, 4.06
223.35, 3.84
223.40, -4.28
223.45, 2.49
223.50, 10.45
223.55, 3.61
223.60, 6.04
223.65, 7.48
223.70, 10.32
223.75, 6.81
223.80, 5.85
223.85, 7.50
223.90, 2.21
223.95, 11.64
224.00, -0.63
224.05, 12.44
224.10, -8.54
224.15, 6.12
224.20, 5.40
224.25, 7.13
224.30, 6.47
224.35, 0.53
224.40, 4.04
224.45, 1.10
224.50, 7.49
224.55, 8.35
224.60, 8.88
224.65, 11.39
224.70, 0.45
224.75, 6.03
224.80, 1.92
224.85, 7.62
224.90, 2.55
224.95, 4.29
225.00, 9.96
225.05, -2.34
225.10, 11.05
225.15, -0.71
225.20, 10.09
225.25, 3.81
225.30, 8.85
225.35, 4.36
225.40, 7.64
225.45, 11.76
225.50, 1.57
225.55, 6.37
225.60, 5.67
225.65, 12.07
225.70, 5.80
225.75, 9.78
225.80, 6.49
225.85, 9.00
225.90, 4.37
225.95, 4.91
226.00, 0.41
226.05, 9.50
226.10, 12.42
226.15, 3.04
226.20, 6.67
226.25, 9.26
226.30, -0.72
226.35, 12.06
226.40, 0.41
226.45, 9.67
226.50, -3.76
226.55, 9.25
226.60, 9.86
226.65, -4.11
226.70, 5.89
226.75, -1.77
226.80, 3.04
226.85, 7.62
226.90, 1.13
226.95, 4.68
227.00, 5.98
227.05, 2.49
227.10, -0.60
227.15, 13.72
227.20, 7.74
227.25, 5.77
227.30, 3.02
227.35, 6.78
227.40, 10.94
227.45, 11.19
227.50, -5.13
227.55, 7.30
227.60, -0.44
227.65, 10.81
227.70, 10.43
227.75, -6.28
227.80, 8.59
227.85, -2.67
227.90, 11.77
227.95, 3.00
228.00, 9.02
228.05, 7.06
228.10, 12.78
228.15, 10.39
228.20, 11.21
228.25, 4.62
228.30, 2.08
228.35, 4.50
228.40, 8.73
228.45, -1.09
228.50, -8.26
228.55, 9.31
228.60, 11.36
228.65, 10.21
228.70, 8.77
228.75, 3.48
228.80, 7.60
228.85, 5.16
228.90, -5.16
228.95, -14.43
229.00, 5.91
229.05, 7.99
229.10, 10.17
229.15, 11.81
229.20, 2.97
229.25, 7.94
229.30, 0.15
229.35, 6.39
229.40, -11.14
229.45, 3.69
229.50, -1.32
229.55, 0.36
229.60, -6.16
229.65, 9.35
229.70, 12.82
229.75, 10.23
229.80, 3.21
229.85, 5.00
229.90, 3.11
229.95, 8.29
230.00, 4.55
230.05, 6.10
230.10, -6.35
230.15, 3.38
230.20, 9.49
230.25, 10.05
230.30, -4.16
230.35, 6.96
230.40, -3.88
230.45, 6.46
230.50, 9.48
230.55, 10.96
230.60, 8.46
230.65, 8.71
230.70, 9.32
230.75, 8.55
230.80, 2.36
230.85, 10.86
230.90, 5.27
230.95, 10.00
231.00, 4.92
231.05, 5.47
231.10, 1.02
231.15, 13.59
231.20, 6.44
231.25, -3.53
231.30, 8.10
231.35, 11.11
231.40, 7.27
231.45, 8.53
231.50, 2.70
231.55, 4.99
231.60, 5.98
231.65, 11.16
231.70, -2.64
231.75, 2.67
231.80, -1.91
231.85, 4.02
231.90, -1.87
231.95, 1.39
232.00, 8.63
232.05, 11.77
232.10, -1.13
232.15, 4.08
232.20, -4.48
232.25, 7.45
232.30, 9.97
232.35, -3.82
232.40, -0.03
232.45, 12.22
232.50, 10.15
232.55, 7.91
232.60, 6.22
232.65, 10.69
232.70, 3.31
232.75, 3.21
232.80, -2.04
232.85, 9.52
